first_name,middle_initial,last_name,age,gender,zip,education,2017_gross_income_usd,employment_status
Susie,C,Stevens,36,F,10090,postgrad,153720,restaurant and hospitality
Hong,N,Michaels,35,F,10146,college,163139,other services
Susie,B,Suarez,89,F,10041,postgrad,182274,retired
Abel,A,Suarez,93,M,10144,some college,195226,retired
Maria,G,Roberts,62,F,10070,postgrad,177045,unemployed
Mark,X,Fernandez,74,M,10057,postgrad,121190,retired
John,D,Mellis,62,M,10087,high school,125157,food preparation
Mary,V,Mellis,34,F,10099,some college,124521,accounting
Mary,R,Roberts,43,F,10133,high school,117467,restaurant and hospitality
Mary,Q,Michaels,74,F,10150,high school,67072,retired
John,G,Suarez,44,M,10174,postgrad,121324,engineering
Natalia,F,Suarez,25,F,10148,some college,174608,fitness/sports
Abel,M,Xing,21,M,10142,college,107654,management
Alice,E,Kim,24,F,10115,high school,133653,industrial
Abel,F,Xing,77,M,10151,below high school,161362,retired
John,J,Suarez,29,M,10011,high school,54533,restaurant and hospitality
Susie,T,Mellis,92,F,10154,college,238667,retired
Natalia,E,Stevens,84,F,10116,college,114649,retired
Natalia,N,Roberts,91,F,10031,college,112074,retired
Hong,P,Michaels,39,F,10020,college,176747,restaurant and hospitality
Hong,R,Alberts,46,F,10182,college,163542,restaurant and hospitality
Michael,E,Roberts,21,M,10169,below high school,215740,management
Alice,K,Suarez,92,F,10180,some college,167608,retired
John,W,Fernandez,91,M,10082,college,131329,retired
Xiaohan,D,Michaels,43,M,10190,high school,143449,food preparation
Mary,W,Fernandez,31,F,10127,high school,101258,education
Xiaohan,U,Stevens,59,M,10045,postgrad,164651,other services
Maria,V,Alberts,47,F,10052,below high school,125851,other services
Hong,U,Kim,27,F,10164,postgrad,167532,cleaning
Michael,W,Michaels,72,M,10107,high school,178644,retired
Xiaohan,A,Suarez,25,M,10075,postgrad,209005,education
Natalia,G,Alberts,53,F,10171,college,67950,other services
Alice,T,Fernandez,29,F,10005,college,220856,fitness/sports
Abel,I,Xing,25,M,10017,high school,126063,restaurant and hospitality
Mary,R,Stevens,77,F,10070,high school,184330,retired
Abel,V,Roberts,46,M,10126,college,181020,transportation
Susie,G,Mellis,31,F,10155,some college,86706,food preparation
Mark,J,Fernandez,24,M,10091,below high school,63996,cleaning
Natalia,I,Xing,32,F,10095,below high school,196748,food preparation
Mary,T,Kim,38,F,10127,college,118681,cleaning
Xiaohan,C,Fernandez,24,M,10048,below high school,118533,restaurant and hospitality
Hong,C,Alberts,97,F,10079,below high school,156191,retired
Mary,F,Mellis,31,F,10124,some college,94207,fitness/sports
Natalia,Y,Suarez,41,F,10172,high school,98921,other services
Alice,C,Kim,76,F,10090,below high school,133908,retired
Maria,K,Stevens,44,F,10168,college,88169,industrial
Hong,Q,Kim,94,F,10079,high school,143396,retired
Abel,R,Stevens,33,M,10047,high school,180445,management
Mark,B,Alberts,92,M,10124,some college,173294,retired
Mary,J,Stevens,88,F,10090,some college,86971,retired
Michael,I,Alberts,79,M,10086,high school,214251,retired
Michael,L,Suarez,38,M,10173,below high school,189099,engineering
Abel,X,Roberts,33,M,10143,college,141814,other
Hong,K,Fernandez,21,F,10149,postgrad,132184,fitness/sports
Mark,N,Suarez,95,M,10111,college,227718,retired
Natalia,R,Kim,77,F,10151,college,102595,retired
Juan,X,Stevens,93,M,10081,postgrad,241937,retired
Alice,X,Roberts,45,F,10057,some college,148217,unemployed
Susie,U,Suarez,27,F,10179,postgrad,142958,management
Mary,T,Alberts,86,F,10195,below high school,82033,retired
John,W,Xing,84,M,10160,below high school,78664,retired
Susie,L,Kim,30,F,10112,below high school,160826,restaurant and hospitality
Juan,N,Kim,95,M,10124,high school,137416,retired
Mary,J,Mellis,25,F,10061,high school,173955,food preparation
Alice,X,Kim,67,F,10028,postgrad,102352,retired
Alice,E,Suarez,83,F,10089,college,178130,retired
Susie,I,Mellis,78,F,10007,some college,172006,retired
Abel,U,Xing,84,M,10101,postgrad,81532,retired
John,S,Fernandez,39,M,10177,high school,94433,food preparation
Juan,U,Kim,26,M,10124,postgrad,248076,other
Juan,T,Michaels,47,M,10054,below high school,235632,other services
Hong,F,Suarez,57,F,10167,below high school,209354,other services
Susie,B,Alberts,72,F,10139,high school,160138,retired
Alice,W,Alberts,67,F,10141,high school,86900,retired
John,P,Kim,30,M,10173,below high school,146558,restaurant and hospitality
Maria,P,Xing,21,F,10194,postgrad,65215,accounting
Mark,A,Suarez,68,M,10140,below high school,113966,retired
Mark,E,Xing,70,M,10165,some college,139436,retired
Alice,U,Kim,71,F,10182,college,81845,retired
John,S,Xing,29,M,10032,college,241495,education
Michael,H,Suarez,68,M,10108,postgrad,156220,retired
Abel,E,Michaels,70,M,10140,postgrad,94798,retired
Mary,X,Michaels,94,F,10125,postgrad,231742,retired
Maria,Y,Fernandez,30,F,10180,below high school,143013,transportation
Juan,J,Alberts,71,M,10198,high school,190333,retired
Michael,G,Roberts,59,M,10168,some college,90517,management
Maria,P,Mellis,84,F,10186,below high school,87030,retired
Hong,X,Alberts,92,F,10125,college,158471,retired
Abel,E,Xing,57,M,10159,high school,77888,education
Michael,C,Roberts,74,M,10061,below high school,174511,retired
Michael,Q,Roberts,96,M,10173,high school,81144,retired
Maria,B,Michaels,76,F,10087,postgrad,59208,retired
Alice,Y,Roberts,54,F,10147,college,238112,management
Mark,D,Fernandez,58,M,10172,some college,113684,accounting
Susie,W,Mellis,53,F,10155,below high school,150761,food preparation
Maria,P,Stevens,35,F,10044,postgrad,49381,cleaning
Xiaohan,F,Stevens,36,M,10123,some college,144418,accounting
Maria,H,Roberts,26,F,10150,high school,114871,accounting
Abel,V,Mellis,38,M,10185,below high school,215242,industrial
Mark,D,Roberts,67,M,10077,some college,192381,retired
John,P,Alberts,41,M,10144,below high school,160941,engineering
Mark,H,Roberts,84,M,10189,below high school,89896,retired
Mark,O,Alberts,52,M,10067,college,241770,fitness/sports
Michael,P,Kim,32,M,10106,high school,133445,unemployed
Michael,I,Kim,28,M,10074,below high school,67601,unemployed
Hong,K,Kim,23,F,10181,some college,163920,accounting
Natalia,G,Alberts,85,F,10017,postgrad,237106,retired
Hong,Q,Xing,34,F,10102,some college,170050,cleaning
Alice,B,Roberts,50,F,10021,college,61244,management
Natalia,N,Xing,82,F,10082,below high school,91235,retired
Susie,G,Fernandez,36,F,10189,college,58976,education
Maria,Y,Xing,66,F,10040,below high school,234022,retired
Michael,O,Mellis,78,M,10188,some college,78840,retired
John,N,Michaels,36,M,10022,high school,110883,management
Xiaohan,X,Michaels,86,M,10192,college,81079,retired
Abel,O,Xing,51,M,10141,postgrad,97968,fitness/sports
John,P,Xing,22,M,10195,some college,75495,education
Mark,K,Michaels,90,M,10090,college,152199,retired
Mary,P,Roberts,43,F,10044,below high school,91419,fitness/sports
John,N,Xing,47,M,10185,some college,73192,fitness/sports
Xiaohan,D,Mellis,47,M,10054,college,112187,transportation
Mark,L,Mellis,38,M,10151,high school,215782,other services
Maria,V,Xing,27,F,10152,below high school,83495,food preparation
John,Z,Kim,36,M,10180,postgrad,82946,food preparation
Xiaohan,I,Suarez,21,M,10007,postgrad,127559,education
Mary,Z,Michaels,81,F,10198,some college,63669,retired
Abel,F,Fernandez,32,M,10037,high school,205869,education
John,P,Roberts,60,M,10008,some college,150318,unemployed
Susie,M,Mellis,40,F,10107,high school,96432,accounting
Natalia,Q,Alberts,22,F,10190,some college,94985,other
Hong,O,Fernandez,87,F,10139,postgrad,156125,retired
Xiaohan,T,Stevens,32,M,10015,college,68225,fitness/sports
Maria,J,Fernandez,31,F,10006,college,155359,management
Juan,A,Suarez,25,M,10163,some college,156574,industrial
Maria,O,Kim,88,F,10159,postgrad,182588,retired
Natalia,V,Fernandez,73,F,10148,high school,126000,retired
Abel,H,Kim,87,M,10156,high school,138997,retired
Michael,A,Mellis,22,M,10138,below high school,161000,unemployed
Hong,U,Fernandez,89,F,10183,high school,148052,retired
Natalia,L,Xing,31,F,10018,below high school,229081,education
Michael,W,Suarez,91,M,10057,college,104843,retired
Alice,W,Alberts,59,F,10059,postgrad,160962,cleaning
Alice,O,Alberts,40,F,10199,some college,152107,industrial
Hong,I,Xing,88,F,10097,some college,124245,retired
Xiaohan,X,Michaels,48,M,10001,some college,231852,industrial
Susie,D,Alberts,70,F,10082,college,99183,retired
Mark,P,Mellis,80,M,10128,high school,109652,retired
Susie,E,Fernandez,56,F,10119,some college,123746,restaurant and hospitality
Juan,W,Roberts,51,M,10179,college,222287,other
Juan,O,Michaels,44,M,10073,below high school,98978,other
Juan,H,Mellis,96,M,10130,below high school,177204,retired
Abel,P,Xing,60,M,10066,high school,192793,other
Natalia,R,Xing,64,F,10064,some college,107498,restaurant and hospitality
Natalia,A,Roberts,65,F,10170,some college,177632,fitness/sports
Michael,Z,Suarez,70,M,10153,postgrad,158588,retired
John,U,Xing,43,M,10093,below high school,246323,fitness/sports
Hong,W,Fernandez,54,F,10122,postgrad,142316,fitness/sports
Mary,C,Suarez,32,F,10083,college,227247,engineering
Mary,G,Alberts,67,F,10067,postgrad,86458,retired
Mark,S,Suarez,83,M,10174,high school,66901,retired
Xiaohan,Q,Stevens,82,M,10083,postgrad,114411,retired
Alice,I,Mellis,22,F,10058,high school,83945,cleaning
Natalia,L,Xing,77,F,10192,college,101021,retired
Hong,S,Suarez,31,F,10003,high school,239090,education
Mark,D,Michaels,54,M,10124,below high school,215107,education
Michael,B,Suarez,32,M,10195,postgrad,148808,other
Mary,E,Alberts,55,F,10171,some college,46596,unemployed
John,A,Alberts,75,M,10068,college,164550,retired
John,C,Mellis,49,M,10085,college,185196,fitness/sports
Juan,O,Kim,79,M,10092,postgrad,99501,retired
Maria,S,Michaels,87,F,10016,college,177890,retired
John,X,Xing,57,M,10005,postgrad,65721,cleaning
Natalia,O,Stevens,46,F,10195,postgrad,86474,accounting
Susie,U,Stevens,37,F,10033,some college,93800,food preparation
Mark,N,Mellis,30,M,10042,postgrad,64918,transportation
Hong,F,Michaels,59,F,10095,college,106973,transportation
John,A,Michaels,46,M,10138,high school,108652,unemployed
Maria,E,Alberts,73,F,10063,high school,125157,retired
Mary,D,Michaels,80,F,10062,some college,218427,retired
Juan,L,Xing,59,M,10072,some college,247019,accounting
Hong,N,Stevens,35,F,10027,below high school,177132,engineering
Maria,A,Xing,79,F,10037,postgrad,180794,retired
Mark,X,Mellis,36,M,10188,high school,171634,restaurant and hospitality
Natalia,Z,Stevens,83,F,10180,high school,194646,retired
Xiaohan,I,Roberts,82,M,10006,below high school,155880,retired
Alice,I,Michaels,38,F,10160,high school,169712,engineering
Maria,L,Xing,30,F,10055,high school,237714,industrial
Maria,W,Kim,95,F,10143,some college,147214,retired
Michael,H,Fernandez,81,M,10099,high school,157243,retired
Mark,U,Fernandez,70,M,10190,college,157368,retired
Mary,B,Roberts,74,F,10030,postgrad,105696,retired
Abel,M,Stevens,36,M,10007,high school,125371,unemployed
Mary,M,Suarez,52,F,10020,college,145455,cleaning
Susie,W,Fernandez,75,F,10099,high school,193081,retired
Mark,U,Alberts,73,M,10098,college,134731,retired
Maria,Z,Xing,77,F,10194,some college,241083,retired
Alice,R,Suarez,72,F,10006,college,75125,retired
Xiaohan,B,Roberts,43,M,10015,some college,158694,cleaning
John,P,Michaels,90,M,10157,high school,171325,retired
Xiaohan,U,Michaels,40,M,10136,high school,142626,other services
Mark,D,Mellis,50,M,10193,high school,116083,other services
Natalia,Q,Roberts,86,F,10144,some college,143541,retired
Mark,J,Alberts,47,M,10134,high school,143390,other
John,N,Michaels,77,M,10146,college,151471,retired
Abel,Q,Stevens,54,M,10034,below high school,86779,cleaning
Susie,B,Alberts,41,F,10183,some college,101719,restaurant and hospitality
Susie,W,Michaels,63,F,10088,below high school,95282,industrial
Mark,U,Fernandez,34,M,10094,high school,135173,accounting
Hong,Y,Mellis,42,F,10042,high school,174452,cleaning
Hong,V,Stevens,32,F,10137,below high school,117726,cleaning
Maria,Z,Alberts,77,F,10020,below high school,94352,retired
Susie,U,Fernandez,33,F,10133,below high school,155926,accounting
Susie,M,Alberts,96,F,10122,high school,94391,retired
Xiaohan,P,Mellis,73,M,10127,college,209186,retired
Michael,G,Roberts,28,M,10150,below high school,157407,accounting
Maria,D,Roberts,44,F,10071,some college,119973,unemployed
Michael,T,Mellis,38,M,10066,postgrad,249612,accounting
Mary,H,Fernandez,61,F,10177,postgrad,93109,restaurant and hospitality
Mary,L,Alberts,79,F,10076,high school,211126,retired
Maria,Q,Mellis,27,F,10142,college,92018,engineering
Mary,Q,Mellis,28,F,10171,high school,66705,other
Xiaohan,O,Suarez,60,M,10012,some college,107405,management
Natalia,R,Xing,90,F,10169,some college,128714,retired
Abel,F,Xing,61,M,10018,college,193908,fitness/sports
John,Z,Michaels,47,M,10189,some college,135469,other
Hong,U,Xing,58,F,10171,below high school,126380,unemployed
Xiaohan,C,Stevens,89,M,10119,college,150216,retired
Michael,K,Alberts,87,M,10020,postgrad,87405,retired
Xiaohan,W,Suarez,86,M,10132,below high school,107086,retired
Alice,K,Alberts,66,F,10119,high school,206231,retired
Xiaohan,E,Alberts,80,M,10052,high school,229178,retired
Michael,G,Kim,96,M,10199,below high school,129630,retired
Juan,N,Mellis,33,M,10198,college,183541,unemployed
Mary,Y,Roberts,30,F,10010,postgrad,114122,food preparation
Michael,N,Michaels,56,M,10139,below high school,65831,other services
Alice,T,Fernandez,63,F,10054,college,61493,industrial
Susie,R,Michaels,56,F,10060,below high school,123268,engineering
Maria,U,Kim,41,F,10080,postgrad,215450,engineering
Natalia,U,Michaels,73,F,10161,below high school,160860,retired
Xiaohan,V,Suarez,80,M,10007,some college,225649,retired
Juan,E,Michaels,21,M,10135,below high school,49478,cleaning
Susie,A,Alberts,69,F,10092,below high school,61661,retired
Natalia,L,Alberts,69,F,10008,some college,92292,retired
Michael,S,Fernandez,82,M,10177,high school,69825,retired
Mary,J,Xing,88,F,10165,some college,204606,retired
Hong,O,Roberts,74,F,10140,some college,89634,retired
Juan,Q,Kim,82,M,10077,high school,150960,retired
Mark,J,Michaels,57,M,10194,postgrad,143251,restaurant and hospitality
Mary,S,Stevens,33,F,10088,high school,79804,unemployed
John,E,Xing,34,M,10083,some college,78176,cleaning
Mary,V,Suarez,31,F,10087,college,72057,other services
Mary,F,Stevens,38,F,10005,college,230086,engineering
Xiaohan,H,Kim,64,M,10074,below high school,132387,engineering
Abel,O,Stevens,24,M,10161,high school,147403,engineering
Mary,G,Mellis,78,F,10019,high school,158777,retired
Mary,V,Michaels,82,F,10046,some college,138148,retired
Mark,G,Alberts,91,M,10119,some college,245848,retired
Alice,L,Mellis,75,F,10115,college,85652,retired
John,X,Kim,24,M,10037,high school,86175,industrial
Xiaohan,N,Xing,23,M,10101,below high school,171163,cleaning
Susie,L,Fernandez,56,F,10196,postgrad,222748,food preparation
Natalia,Z,Kim,46,F,10200,college,132052,fitness/sports
Alice,M,Kim,21,F,10117,below high school,139439,restaurant and hospitality
Natalia,J,Kim,54,F,10150,some college,106835,cleaning
Susie,U,Stevens,91,F,10146,high school,132939,retired
Abel,V,Roberts,62,M,10069,postgrad,138593,restaurant and hospitality
Xiaohan,C,Michaels,54,M,10062,below high school,206234,industrial
Maria,E,Kim,61,F,10147,postgrad,186974,management
Susie,X,Alberts,53,F,10193,college,137527,education
Susie,O,Kim,44,F,10157,below high school,68896,engineering
Alice,L,Stevens,48,F,10104,college,64883,restaurant and hospitality
John,T,Michaels,95,M,10014,postgrad,241795,retired
Maria,I,Michaels,53,F,10171,college,130359,unemployed
Hong,Y,Mellis,88,F,10104,high school,104249,retired
Abel,F,Mellis,58,M,10046,some college,218307,other
Natalia,X,Xing,33,F,10093,some college,115847,food preparation
Xiaohan,F,Suarez,97,M,10012,postgrad,218357,retired
Natalia,I,Kim,48,F,10083,postgrad,101450,education
Abel,G,Fernandez,86,M,10070,high school,101405,retired
Abel,P,Xing,29,M,10025,some college,78667,accounting
Alice,H,Stevens,67,F,10064,high school,155462,retired
Maria,K,Kim,58,F,10173,postgrad,163056,accounting
Susie,G,Kim,93,F,10043,high school,71865,retired
Juan,M,Roberts,93,M,10042,postgrad,166409,retired
Hong,A,Alberts,68,F,10020,some college,160261,retired
John,T,Roberts,66,M,10155,high school,215029,retired
Hong,Y,Fernandez,27,F,10009,high school,103276,other services
Susie,L,Roberts,58,F,10041,postgrad,82664,accounting
Juan,N,Michaels,37,M,10188,postgrad,149973,accounting
Mary,H,Michaels,93,F,10033,some college,163401,retired
Mark,C,Fernandez,82,M,10174,college,66683,retired
Natalia,D,Suarez,35,F,10028,some college,147977,transportation
Mary,J,Michaels,31,F,10174,college,96533,unemployed
Hong,Z,Suarez,94,F,10197,postgrad,192270,retired
Natalia,U,Stevens,52,F,10025,college,177745,restaurant and hospitality
John,U,Xing,73,M,10090,below high school,222886,retired
Michael,E,Mellis,78,M,10194,high school,193431,retired
Juan,L,Alberts,51,M,10044,high school,133785,engineering
Maria,Q,Fernandez,48,F,10125,below high school,87028,accounting
John,P,Alberts,25,M,10009,postgrad,128090,transportation
Xiaohan,U,Suarez,82,M,10121,high school,100126,retired
Michael,I,Michaels,24,M,10112,some college,189515,food preparation
Mary,B,Stevens,86,F,10068,below high school,104960,retired
Xiaohan,D,Suarez,56,M,10027,some college,170692,engineering
Mary,U,Stevens,63,F,10120,high school,58932,other
Hong,G,Roberts,80,F,10124,some college,103987,retired
Hong,Y,Roberts,28,F,10091,some college,124438,accounting
Michael,N,Alberts,28,M,10005,college,104296,accounting
Juan,N,Xing,71,M,10144,some college,164046,retired
Michael,A,Suarez,56,M,10052,college,205596,accounting
Susie,F,Alberts,45,F,10096,below high school,160480,other
